OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
3817,2021/05/30 15:00:00+00,Howard                                            ,338,205097,396,173459,13,12395,351,409,185854,217492
3818,2021/05/31 15:00:00+00,Howard                                            ,69,205166,145,173604,10,12405,79,155,186009,217571
3819,2021/06/01 15:00:00+00,Howard                                            ,403,205569,595,174199,57,12462,460,652,186661,218031
3820,2021/06/02 15:00:00+00,Howard                                            ,809,206378,1073,175272,37,12499,846,1110,187771,218877
3821,2021/06/03 15:00:00+00,Howard                                            ,322,206700,1626,176898,32,12531,354,1658,189429,219231
3822,2021/06/04 15:00:00+00,Howard                                            ,385,207085,1523,178421,43,12574,428,1566,190995,219659
3823,2021/06/05 15:00:00+00,Howard                                            ,324,207409,1401,179822,23,12597,347,1424,192419,220006
3824,2021/06/06 15:00:00+00,Howard                                            ,214,207623,635,180457,27,12624,241,662,193081,220247
3825,2021/06/07 15:00:00+00,Howard                                            ,324,207947,1355,181812,31,12655,355,1386,194467,220602
3826,2021/06/08 15:00:00+00,Howard                                            ,315,208262,1651,183463,26,12681,341,1677,196144,220943
3827,2021/06/09 15:00:00+00,Howard                                            ,337,208599,1127,184590,42,12723,379,1169,197313,221322
3828,2021/06/10 15:00:00+00,Howard                                            ,205,208804,1046,185636,16,12739,221,1062,198375,221543
3829,2021/06/11 15:00:00+00,Howard                                            ,179,208983,856,186492,35,12774,214,891,199266,221757
3830,2021/06/12 15:00:00+00,Howard                                            ,197,209180,1144,187636,25,12799,222,1169,200435,221979
3831,2021/06/13 15:00:00+00,Howard                                            ,70,209250,574,188210,14,12813,84,588,201023,222063
3832,2020/12/16 15:00:00+00,Queen Anne's                                      ,4,4,,0,,0,,,0,4
3833,2020/12/17 15:00:00+00,Queen Anne's                                      ,9,13,,0,,0,,,0,13
3834,2020/12/18 15:00:00+00,Queen Anne's                                      ,18,31,,0,,0,,,0,31
3835,2020/12/19 15:00:00+00,Queen Anne's                                      ,2,33,,0,,0,,,0,33
3836,2020/12/21 15:00:00+00,Queen Anne's                                      ,24,57,,0,,0,,,0,57
3837,2020/12/22 15:00:00+00,Queen Anne's                                      ,108,165,,0,,0,,,0,165
3838,2020/12/23 15:00:00+00,Queen Anne's                                      ,35,200,,0,,0,,,0,200
3839,2020/12/24 15:00:00+00,Queen Anne's                                      ,11,211,,0,,0,,,0,211
3840,2020/12/26 15:00:00+00,Queen Anne's                                      ,12,223,,0,,0,,,0,223
3841,2020/12/27 15:00:00+00,Queen Anne's                                      ,2,225,,0,,0,,,0,225
3842,2020/12/28 15:00:00+00,Queen Anne's                                      ,54,279,,0,,0,,,0,279
3843,2020/12/29 15:00:00+00,Queen Anne's                                      ,93,372,,0,,0,,,0,372
3844,2020/12/30 15:00:00+00,Queen Anne's                                      ,102,474,1,1,,0,,,1,474
3845,2020/12/31 15:00:00+00,Queen Anne's                                      ,84,558,,1,,0,,,1,558
3846,2021/01/01 15:00:00+00,Queen Anne's                                      ,1,559,,1,,0,,,1,559
3847,2021/01/02 15:00:00+00,Queen Anne's                                      ,13,572,,1,,0,,,1,572
3848,2021/01/03 15:00:00+00,Queen Anne's                                      ,27,599,,1,,0,,,1,599
3849,2021/01/04 15:00:00+00,Queen Anne's                                      ,254,853,,1,,0,,,1,853
3850,2021/01/05 15:00:00+00,Queen Anne's                                      ,112,965,1,2,,0,,,2,965
3851,2021/01/06 15:00:00+00,Queen Anne's                                      ,262,1227,4,6,,0,,,6,1227
3852,2021/01/07 15:00:00+00,Queen Anne's                                      ,111,1338,8,14,,0,,,14,1338
3853,2021/01/08 15:00:00+00,Queen Anne's                                      ,335,1673,18,32,,0,,,32,1673
3854,2021/01/09 15:00:00+00,Queen Anne's                                      ,17,1690,3,35,,0,,,35,1690
3855,2021/01/10 15:00:00+00,Queen Anne's                                      ,8,1698,1,36,,0,,,36,1698
3856,2021/01/11 15:00:00+00,Queen Anne's                                      ,193,1891,28,64,,0,,,64,1891
3857,2021/01/12 15:00:00+00,Queen Anne's                                      ,128,2019,85,149,,0,,,149,2019
3858,2021/01/13 15:00:00+00,Queen Anne's                                      ,252,2271,17,166,,0,,,166,2271
3859,2021/01/14 15:00:00+00,Queen Anne's                                      ,85,2356,14,180,,0,,,180,2356
3860,2021/01/15 15:00:00+00,Queen Anne's                                      ,394,2750,8,188,,0,,,188,2750
3861,2021/01/16 15:00:00+00,Queen Anne's                                      ,22,2772,12,200,,0,,,200,2772
3862,2021/01/17 15:00:00+00,Queen Anne's                                      ,11,2783,2,202,,0,,,202,2783
3863,2021/01/18 15:00:00+00,Queen Anne's                                      ,38,2821,29,231,,0,,,231,2821
3864,2021/01/19 15:00:00+00,Queen Anne's                                      ,148,2969,30,261,,0,,,261,2969
3865,2021/01/20 15:00:00+00,Queen Anne's                                      ,148,3117,43,304,,0,,,304,3117
3866,2021/01/21 15:00:00+00,Queen Anne's                                      ,122,3239,24,328,,0,,,328,3239
3867,2021/01/22 15:00:00+00,Queen Anne's                                      ,576,3815,15,343,,0,,,343,3815
3868,2021/01/23 15:00:00+00,Queen Anne's                                      ,13,3828,11,354,,0,,,354,3828
3869,2021/01/24 15:00:00+00,Queen Anne's                                      ,9,3837,17,371,,0,,,371,3837
3870,2021/01/25 15:00:00+00,Queen Anne's                                      ,71,3908,38,409,,0,,,409,3908
3871,2021/01/26 15:00:00+00,Queen Anne's                                      ,166,4074,115,524,,0,,,524,4074
3872,2021/01/27 15:00:00+00,Queen Anne's                                      ,187,4261,83,607,,0,,,607,4261
3873,2021/01/28 15:00:00+00,Queen Anne's                                      ,175,4436,89,696,,0,,,696,4436
3874,2021/01/29 15:00:00+00,Queen Anne's                                      ,120,4556,50,746,,0,,,746,4556
3875,2021/01/30 15:00:00+00,Queen Anne's                                      ,24,4580,3,749,,0,,,749,4580
3876,2021/01/31 15:00:00+00,Queen Anne's                                      ,5,4585,3,752,,0,,,752,4585
3877,2021/02/01 15:00:00+00,Queen Anne's                                      ,26,4611,168,920,,0,,,920,4611
3878,2021/02/02 15:00:00+00,Queen Anne's                                      ,52,4663,143,1063,,0,,,1063,4663
3879,2021/02/03 15:00:00+00,Queen Anne's                                      ,223,4886,265,1328,,0,,,1328,4886
3880,2021/02/04 15:00:00+00,Queen Anne's                                      ,144,5030,191,1519,,0,,,1519,5030
3881,2021/02/05 15:00:00+00,Queen Anne's                                      ,359,5389,311,1830,,0,,,1830,5389
3882,2021/02/06 15:00:00+00,Queen Anne's                                      ,62,5451,27,1857,,0,,,1857,5451
3883,2021/02/07 15:00:00+00,Queen Anne's                                      ,18,5469,9,1866,,0,,,1866,5469
3884,2021/02/08 15:00:00+00,Queen Anne's                                      ,59,5528,39,1905,,0,,,1905,5528
3885,2021/02/09 15:00:00+00,Queen Anne's                                      ,196,5724,68,1973,,0,,,1973,5724
3886,2021/02/10 15:00:00+00,Queen Anne's                                      ,180,5904,227,2200,,0,,,2200,5904
3887,2021/02/11 15:00:00+00,Queen Anne's                                      ,185,6089,61,2261,,0,,,2261,6089
3888,2021/02/12 15:00:00+00,Queen Anne's                                      ,333,6422,404,2665,,0,,,2665,6422
3889,2021/02/13 15:00:00+00,Queen Anne's                                      ,32,6454,19,2684,,0,,,2684,6454
3890,2021/02/14 15:00:00+00,Queen Anne's                                      ,39,6493,12,2696,,0,,,2696,6493
3891,2021/02/15 15:00:00+00,Queen Anne's                                      ,70,6563,34,2730,,0,,,2730,6563
3892,2021/02/16 15:00:00+00,Queen Anne's                                      ,108,6671,117,2847,,0,,,2847,6671
3893,2021/02/17 15:00:00+00,Queen Anne's                                      ,204,6875,98,2945,,0,,,2945,6875
3894,2021/02/18 15:00:00+00,Queen Anne's                                      ,43,6918,9,2954,,0,,,2954,6918
3895,2021/02/19 15:00:00+00,Queen Anne's                                      ,58,6976,87,3041,,0,,,3041,6976
3896,2021/02/20 15:00:00+00,Queen Anne's                                      ,45,7021,71,3112,,0,,,3112,7021
3897,2021/02/21 15:00:00+00,Queen Anne's                                      ,36,7057,21,3133,,0,,,3133,7057
3898,2021/02/22 15:00:00+00,Queen Anne's                                      ,43,7100,575,3708,,0,,,3708,7100
3899,2021/02/23 15:00:00+00,Queen Anne's                                      ,75,7175,153,3861,,0,,,3861,7175
3900,2021/02/24 15:00:00+00,Queen Anne's                                      ,395,7570,150,4011,,0,,,4011,7570
3901,2021/02/25 15:00:00+00,Queen Anne's                                      ,148,7718,164,4175,,0,,,4175,7718
3902,2021/02/26 15:00:00+00,Queen Anne's                                      ,417,8135,104,4279,,0,,,4279,8135
3903,2021/02/27 15:00:00+00,Queen Anne's                                      ,95,8230,18,4297,,0,,,4297,8230
3904,2021/02/28 15:00:00+00,Queen Anne's                                      ,107,8337,5,4302,,0,,,4302,8337
3905,2021/03/01 15:00:00+00,Queen Anne's                                      ,159,8496,156,4458,,0,,,4458,8496
3906,2021/03/02 15:00:00+00,Queen Anne's                                      ,177,8673,74,4532,,0,,,4532,8673
3907,2021/03/03 15:00:00+00,Queen Anne's                                      ,449,9122,77,4609,,0,,,4609,9122
3908,2021/03/04 15:00:00+00,Queen Anne's                                      ,168,9290,155,4764,31,31,199,186,4795,9321
3909,2021/03/05 15:00:00+00,Queen Anne's                                      ,102,9392,89,4853,14,45,116,103,4898,9437
3910,2021/03/06 15:00:00+00,Queen Anne's                                      ,60,9452,39,4892,46,91,106,85,4983,9543
3911,2021/03/07 15:00:00+00,Queen Anne's                                      ,85,9537,22,4914,48,139,133,70,5053,9676
3912,2021/03/08 15:00:00+00,Queen Anne's                                      ,193,9730,450,5364,36,175,229,486,5539,9905
3913,2021/03/09 15:00:00+00,Queen Anne's                                      ,177,9907,211,5575,40,215,217,251,5790,10122
3914,2021/03/10 15:00:00+00,Queen Anne's                                      ,137,10044,124,5699,27,242,164,151,5941,10286
3915,2021/03/11 15:00:00+00,Queen Anne's                                      ,182,10226,236,5935,20,262,202,256,6197,10488
3916,2021/03/12 15:00:00+00,Queen Anne's                                      ,722,10948,124,6059,40,302,762,164,6361,11250
3917,2021/03/13 15:00:00+00,Queen Anne's                                      ,111,11059,34,6093,14,316,125,48,6409,11375
3918,2021/03/14 15:00:00+00,Queen Anne's                                      ,109,11168,46,6139,16,332,125,62,6471,11500
3919,2021/03/15 15:00:00+00,Queen Anne's                                      ,179,11347,308,6447,2,334,181,310,6781,11681
3920,2021/03/16 15:00:00+00,Queen Anne's                                      ,255,11602,94,6541,28,362,283,122,6903,11964
3921,2021/03/17 15:00:00+00,Queen Anne's                                      ,585,12187,87,6628,3,365,588,90,6993,12552
3922,2021/03/18 15:00:00+00,Queen Anne's                                      ,243,12430,157,6785,31,396,274,188,7181,12826
3923,2021/03/19 15:00:00+00,Queen Anne's                                      ,194,12624,84,6869,10,406,204,94,7275,13030
3924,2021/03/20 15:00:00+00,Queen Anne's                                      ,181,12805,59,6928,,406,,,7334,13211
3925,2021/03/21 15:00:00+00,Queen Anne's                                      ,163,12968,56,6984,,406,,,7390,13374
3926,2021/03/22 15:00:00+00,Queen Anne's                                      ,231,13199,64,7048,3,409,234,67,7457,13608
3927,2021/03/23 15:00:00+00,Queen Anne's                                      ,190,13389,76,7124,2,411,192,78,7535,13800
3928,2021/03/24 15:00:00+00,Queen Anne's                                      ,317,13706,297,7421,2,413,319,299,7834,14119
3929,2021/03/25 15:00:00+00,Queen Anne's                                      ,299,14005,126,7547,5,418,304,131,7965,14423
3930,2021/03/26 15:00:00+00,Queen Anne's                                      ,615,14620,483,8030,5,423,620,488,8453,15043
3931,2021/03/27 15:00:00+00,Queen Anne's                                      ,94,14714,77,8107,80,503,174,157,8610,15217
3932,2021/03/28 15:00:00+00,Queen Anne's                                      ,118,14832,111,8218,8,511,126,119,8729,15343
3933,2021/03/29 15:00:00+00,Queen Anne's                                      ,332,15164,151,8369,59,570,391,210,8939,15734
3934,2021/03/30 15:00:00+00,Queen Anne's                                      ,191,15355,154,8523,49,619,240,203,9142,15974
3935,2021/03/31 15:00:00+00,Queen Anne's                                      ,595,15950,489,9012,50,669,645,539,9681,16619
3936,2021/04/01 15:00:00+00,Queen Anne's                                      ,252,16202,180,9192,118,787,370,298,9979,16989
3937,2021/04/02 15:00:00+00,Queen Anne's                                      ,243,16445,133,9325,16,803,259,149,10128,17248
3938,2021/04/03 15:00:00+00,Queen Anne's                                      ,185,16630,79,9404,101,904,286,180,10308,17534
3939,2021/04/04 15:00:00+00,Queen Anne's                                      ,60,16690,91,9495,1,905,61,92,10400,17595
3940,2021/04/05 15:00:00+00,Queen Anne's                                      ,131,16821,139,9634,69,974,200,208,10608,17795
3941,2021/04/06 15:00:00+00,Queen Anne's                                      ,140,16961,188,9822,98,1072,238,286,10894,18033
3942,2021/04/07 15:00:00+00,Queen Anne's                                      ,250,17211,185,10007,113,1185,363,298,11192,18396
3943,2021/04/08 15:00:00+00,Queen Anne's                                      ,210,17421,264,10271,173,1358,383,437,11629,18779
3944,2021/04/09 15:00:00+00,Queen Anne's                                      ,458,17879,413,10684,79,1437,537,492,12121,19316
3945,2021/04/10 15:00:00+00,Queen Anne's                                      ,85,17964,136,10820,91,1528,176,227,12348,19492
3946,2021/04/11 15:00:00+00,Queen Anne's                                      ,91,18055,120,10940,23,1551,114,143,12491,19606
3947,2021/04/12 15:00:00+00,Queen Anne's                                      ,144,18199,244,11184,67,1618,211,311,12802,19817
3948,2021/04/13 15:00:00+00,Queen Anne's                                      ,135,18334,220,11404,,1618,,,13022,19952
3949,2021/04/14 15:00:00+00,Queen Anne's                                      ,465,18799,491,11895,,1618,,,13513,20417
3950,2021/04/15 15:00:00+00,Queen Anne's                                      ,196,18995,349,12244,3,1621,199,352,13865,20616
3951,2021/04/16 15:00:00+00,Queen Anne's                                      ,207,19202,602,12846,,1621,,,14467,20823
3952,2021/04/17 15:00:00+00,Queen Anne's                                      ,125,19327,71,12917,,1621,,,14538,20948
3953,2021/04/18 15:00:00+00,Queen Anne's                                      ,103,19430,117,13034,,1621,,,14655,21051
3954,2021/04/19 15:00:00+00,Queen Anne's                                      ,150,19580,322,13356,,1621,,,14977,21201
3955,2021/04/20 15:00:00+00,Queen Anne's                                      ,162,19742,211,13567,,1621,,,15188,21363
3956,2021/04/21 15:00:00+00,Queen Anne's                                      ,294,20036,245,13812,,1621,,,15433,21657
3957,2021/04/22 15:00:00+00,Queen Anne's                                      ,217,20253,298,14110,,1621,,,15731,21874
3958,2021/04/23 15:00:00+00,Queen Anne's                                      ,507,20760,541,14651,,1621,,,16272,22381
3959,2021/04/24 15:00:00+00,Queen Anne's                                      ,110,20870,183,14834,,1621,,,16455,22491
3960,2021/04/25 15:00:00+00,Queen Anne's                                      ,70,20940,26,14860,2,1623,72,28,16483,22563
3961,2021/04/26 15:00:00+00,Queen Anne's                                      ,63,21003,159,15019,6,1629,69,165,16648,22632
3962,2021/04/27 15:00:00+00,Queen Anne's                                      ,257,21260,178,15197,13,1642,270,191,16839,22902
3963,2021/04/28 15:00:00+00,Queen Anne's                                      ,249,21509,567,15764,18,1660,267,585,17424,23169
3964,2021/04/29 15:00:00+00,Queen Anne's                                      ,168,21677,273,16037,13,1673,181,286,17710,23350
3965,2021/04/30 15:00:00+00,Queen Anne's                                      ,271,21948,253,16290,3,1676,274,256,17966,23624
3966,2021/05/01 15:00:00+00,Queen Anne's                                      ,146,22094,131,16421,1,1677,147,132,18098,23771
3967,2021/05/02 15:00:00+00,Queen Anne's                                      ,37,22131,74,16495,3,1680,40,77,18175,23811
3968,2021/05/03 15:00:00+00,Queen Anne's                                      ,29,22160,122,16617,18,1698,47,140,18315,23858
3969,2021/05/04 15:00:00+00,Queen Anne's                                      ,87,22247,140,16757,21,1719,108,161,18476,23966
3970,2021/05/05 15:00:00+00,Queen Anne's                                      ,84,22331,194,16951,21,1740,105,215,18691,24071
3971,2021/05/06 15:00:00+00,Queen Anne's                                      ,119,22450,313,17264,14,1754,133,327,19018,24204
3972,2021/05/07 15:00:00+00,Queen Anne's                                      ,55,22505,183,17447,13,1767,68,196,19214,24272
3973,2021/05/08 15:00:00+00,Queen Anne's                                      ,23,22528,57,17504,5,1772,28,62,19276,24300
3974,2021/05/09 15:00:00+00,Queen Anne's                                      ,28,22556,70,17574,2,1774,30,72,19348,24330
3975,2021/05/10 15:00:00+00,Queen Anne's                                      ,44,22600,104,17678,9,1783,53,113,19461,24383
3976,2021/05/11 15:00:00+00,Queen Anne's                                      ,49,22649,115,17793,10,1793,59,125,19586,24442
3977,2021/05/12 15:00:00+00,Queen Anne's                                      ,83,22732,437,18230,101,1894,184,538,20124,24626
3978,2021/05/13 15:00:00+00,Queen Anne's                                      ,91,22823,379,18609,11,1905,102,390,20514,24728
3979,2021/05/14 15:00:00+00,Queen Anne's                                      ,97,22920,151,18760,17,1922,114,168,20682,24842
3980,2021/05/15 15:00:00+00,Queen Anne's                                      ,87,23007,124,18884,8,1930,95,132,20814,24937
3981,2021/05/16 15:00:00+00,Queen Anne's                                      ,80,23087,83,18967,5,1935,85,88,20902,25022
3982,2021/05/17 15:00:00+00,Queen Anne's                                      ,108,23195,87,19054,26,1961,134,113,21015,25156
3983,2021/05/18 15:00:00+00,Queen Anne's                                      ,137,23332,142,19196,20,1981,157,162,21177,25313
3984,2021/05/19 15:00:00+00,Queen Anne's                                      ,247,23579,214,19410,36,2017,283,250,21427,25596
3985,2021/05/20 15:00:00+00,Queen Anne's                                      ,141,23720,162,19572,13,2030,154,175,21602,25750
3986,2021/05/21 15:00:00+00,Queen Anne's                                      ,78,23798,138,19710,13,2043,91,151,21753,25841
3987,2021/05/22 15:00:00+00,Queen Anne's                                      ,60,23858,95,19805,9,2052,69,104,21857,25910
3988,2021/05/23 15:00:00+00,Queen Anne's                                      ,51,23909,48,19853,2,2054,53,50,21907,25963
3989,2021/05/24 15:00:00+00,Queen Anne's                                      ,79,23988,36,19889,13,2067,92,49,21956,26055
3990,2021/05/25 15:00:00+00,Queen Anne's                                      ,93,24081,412,20301,15,2082,108,427,22383,26163
3991,2021/05/26 15:00:00+00,Queen Anne's                                      ,94,24175,334,20635,37,2119,131,371,22754,26294
3992,2021/05/27 15:00:00+00,Queen Anne's                                      ,57,24232,234,20869,18,2137,75,252,23006,26369
3993,2021/05/28 15:00:00+00,Queen Anne's                                      ,29,24261,60,20929,6,2143,35,66,23072,26404
3994,2021/05/29 15:00:00+00,Queen Anne's                                      ,54,24315,42,20971,4,2147,58,46,23118,26462
3995,2021/05/30 15:00:00+00,Queen Anne's                                      ,18,24333,59,21030,,2147,,,23177,26480
3996,2021/05/31 15:00:00+00,Queen Anne's                                      ,7,24340,16,21046,1,2148,8,17,23194,26488
3997,2021/06/01 15:00:00+00,Queen Anne's                                      ,62,24402,86,21132,7,2155,69,93,23287,26557
3998,2021/06/02 15:00:00+00,Queen Anne's                                      ,58,24460,105,21237,7,2162,65,112,23399,26622
3999,2021/06/03 15:00:00+00,Queen Anne's                                      ,41,24501,143,21380,7,2169,48,150,23549,26670
4000,2021/06/04 15:00:00+00,Queen Anne's                                      ,25,24526,86,21466,8,2177,33,94,23643,26703
4001,2021/06/05 15:00:00+00,Queen Anne's                                      ,17,24543,78,21544,3,2180,20,81,23724,26723
4002,2021/06/06 15:00:00+00,Queen Anne's                                      ,7,24550,69,21613,3,2183,10,72,23796,26733
4003,2021/06/07 15:00:00+00,Queen Anne's                                      ,33,24583,105,21718,14,2197,47,119,23915,26780
4004,2021/06/08 15:00:00+00,Queen Anne's                                      ,31,24614,130,21848,1,2198,32,131,24046,26812
4005,2021/06/09 15:00:00+00,Queen Anne's                                      ,33,24647,138,21986,4,2202,37,142,24188,26849
4006,2021/06/10 15:00:00+00,Queen Anne's                                      ,30,24677,92,22078,5,2207,35,97,24285,26884
4007,2021/06/11 15:00:00+00,Queen Anne's                                      ,6,24683,20,22098,2,2209,8,22,24307,26892
4008,2021/06/12 15:00:00+00,Queen Anne's                                      ,8,24691,35,22133,1,2210,9,36,24343,26901
4009,2021/06/13 15:00:00+00,Queen Anne's                                      ,1,24692,,22133,,2210,,,24343,26902
4010,2020/12/16 15:00:00+00,St. Mary's                                        ,2,2,,0,,0,,,0,2
4011,2020/12/17 15:00:00+00,St. Mary's                                        ,1,3,,0,,0,,,0,3
4012,2020/12/18 15:00:00+00,St. Mary's                                        ,25,28,,0,,0,,,0,28
4013,2020/12/21 15:00:00+00,St. Mary's                                        ,48,76,,0,,0,,,0,76
4014,2020/12/22 15:00:00+00,St. Mary's                                        ,57,133,,0,,0,,,0,133
4015,2020/12/23 15:00:00+00,St. Mary's                                        ,74,207,,0,,0,,,0,207
4016,2020/12/24 15:00:00+00,St. Mary's                                        ,9,216,,0,,0,,,0,216
4017,2020/12/25 15:00:00+00,St. Mary's                                        ,22,238,,0,,0,,,0,238
4018,2020/12/26 15:00:00+00,St. Mary's                                        ,2,240,,0,,0,,,0,240
4019,2020/12/27 15:00:00+00,St. Mary's                                        ,9,249,,0,,0,,,0,249
4020,2020/12/28 15:00:00+00,St. Mary's                                        ,93,342,,0,,0,,,0,342
4021,2020/12/29 15:00:00+00,St. Mary's                                        ,369,711,,0,,0,,,0,711
4022,2020/12/30 15:00:00+00,St. Mary's                                        ,374,1085,,0,,0,,,0,1085
4023,2020/12/31 15:00:00+00,St. Mary's                                        ,328,1413,,0,,0,,,0,1413
4024,2021/01/01 15:00:00+00,St. Mary's                                        ,9,1422,1,1,,0,,,1,1422
4025,2021/01/02 15:00:00+00,St. Mary's                                        ,1,1423,,1,,0,,,1,1423
4026,2021/01/03 15:00:00+00,St. Mary's                                        ,8,1431,,1,,0,,,1,1431
4027,2021/01/04 15:00:00+00,St. Mary's                                        ,115,1546,,1,,0,,,1,1546
4028,2021/01/05 15:00:00+00,St. Mary's                                        ,168,1714,,1,,0,,,1,1714
4029,2021/01/06 15:00:00+00,St. Mary's                                        ,366,2080,6,7,,0,,,7,2080
4030,2021/01/07 15:00:00+00,St. Mary's                                        ,176,2256,8,15,,0,,,15,2256
4031,2021/01/08 15:00:00+00,St. Mary's                                        ,371,2627,27,42,,0,,,42,2627
4032,2021/01/09 15:00:00+00,St. Mary's                                        ,296,2923,1,43,,0,,,43,2923
4033,2021/01/10 15:00:00+00,St. Mary's                                        ,6,2929,,43,,0,,,43,2929
4034,2021/01/11 15:00:00+00,St. Mary's                                        ,172,3101,44,87,,0,,,87,3101
4035,2021/01/12 15:00:00+00,St. Mary's                                        ,363,3464,45,132,,0,,,132,3464
4036,2021/01/13 15:00:00+00,St. Mary's                                        ,709,4173,34,166,,0,,,166,4173
4037,2021/01/14 15:00:00+00,St. Mary's                                        ,735,4908,13,179,,0,,,179,4908
4038,2021/01/15 15:00:00+00,St. Mary's                                        ,788,5696,31,210,,0,,,210,5696
4039,2021/01/16 15:00:00+00,St. Mary's                                        ,600,6296,12,222,,0,,,222,6296
4040,2021/01/17 15:00:00+00,St. Mary's                                        ,4,6300,6,228,,0,,,228,6300
4041,2021/01/18 15:00:00+00,St. Mary's                                        ,384,6684,29,257,,0,,,257,6684
4042,2021/01/19 15:00:00+00,St. Mary's                                        ,183,6867,34,291,,0,,,291,6867
4043,2021/01/20 15:00:00+00,St. Mary's                                        ,203,7070,36,327,,0,,,327,7070
4044,2021/01/21 15:00:00+00,St. Mary's                                        ,345,7415,10,337,,0,,,337,7415
4045,2021/01/22 15:00:00+00,St. Mary's                                        ,483,7898,122,459,,0,,,459,7898
4046,2021/01/23 15:00:00+00,St. Mary's                                        ,507,8405,5,464,,0,,,464,8405
4047,2021/01/24 15:00:00+00,St. Mary's                                        ,1,8406,1,465,,0,,,465,8406
4048,2021/01/25 15:00:00+00,St. Mary's                                        ,40,8446,57,522,,0,,,522,8446
4049,2021/01/26 15:00:00+00,St. Mary's                                        ,502,8948,402,924,,0,,,924,8948
4050,2021/01/27 15:00:00+00,St. Mary's                                        ,538,9486,480,1404,,0,,,1404,9486
4051,2021/01/28 15:00:00+00,St. Mary's                                        ,1083,10569,281,1685,,0,,,1685,10569
4052,2021/01/29 15:00:00+00,St. Mary's                                        ,458,11027,383,2068,,0,,,2068,11027
4053,2021/01/30 15:00:00+00,St. Mary's                                        ,731,11758,182,2250,,0,,,2250,11758
4054,2021/01/31 15:00:00+00,St. Mary's                                        ,3,11761,1,2251,,0,,,2251,11761
4055,2021/02/01 15:00:00+00,St. Mary's                                        ,22,11783,127,2378,,0,,,2378,11783
4056,2021/02/02 15:00:00+00,St. Mary's                                        ,58,11841,269,2647,,0,,,2647,11841
4057,2021/02/03 15:00:00+00,St. Mary's                                        ,522,12363,628,3275,,0,,,3275,12363
4058,2021/02/04 15:00:00+00,St. Mary's                                        ,573,12936,533,3808,,0,,,3808,12936
4059,2021/02/05 15:00:00+00,St. Mary's                                        ,492,13428,567,4375,,0,,,4375,13428
4060,2021/02/06 15:00:00+00,St. Mary's                                        ,38,13466,983,5358,,0,,,5358,13466
4061,2021/02/07 15:00:00+00,St. Mary's                                        ,35,13501,143,5501,,0,,,5501,13501
4062,2021/02/08 15:00:00+00,St. Mary's                                        ,23,13524,34,5535,,0,,,5535,13524
4063,2021/02/09 15:00:00+00,St. Mary's                                        ,426,13950,845,6380,,0,,,6380,13950
4064,2021/02/10 15:00:00+00,St. Mary's                                        ,418,14368,996,7376,,0,,,7376,14368
4065,2021/02/11 15:00:00+00,St. Mary's                                        ,98,14466,37,7413,,0,,,7413,14466
4066,2021/02/12 15:00:00+00,St. Mary's                                        ,56,14522,100,7513,,0,,,7513,14522
4067,2021/02/13 15:00:00+00,St. Mary's                                        ,20,14542,3,7516,,0,,,7516,14542
4068,2021/02/14 15:00:00+00,St. Mary's                                        ,27,14569,3,7519,,0,,,7519,14569
4069,2021/02/15 15:00:00+00,St. Mary's                                        ,221,14790,9,7528,,0,,,7528,14790
4070,2021/02/16 15:00:00+00,St. Mary's                                        ,36,14826,586,8114,,0,,,8114,14826
4071,2021/02/17 15:00:00+00,St. Mary's                                        ,63,14889,675,8789,,0,,,8789,14889
4072,2021/02/18 15:00:00+00,St. Mary's                                        ,11,14900,33,8822,,0,,,8822,14900
4073,2021/02/19 15:00:00+00,St. Mary's                                        ,6,14906,32,8854,,0,,,8854,14906
4074,2021/02/20 15:00:00+00,St. Mary's                                        ,26,14932,1158,10012,,0,,,10012,14932
4075,2021/02/21 15:00:00+00,St. Mary's                                        ,9,14941,3,10015,,0,,,10015,14941
4076,2021/02/22 15:00:00+00,St. Mary's                                        ,666,15607,70,10085,,0,,,10085,15607
4077,2021/02/23 15:00:00+00,St. Mary's                                        ,39,15646,1070,11155,,0,,,11155,15646
4078,2021/02/24 15:00:00+00,St. Mary's                                        ,412,16058,497,11652,,0,,,11652,16058
4079,2021/02/25 15:00:00+00,St. Mary's                                        ,370,16428,515,12167,,0,,,12167,16428
4080,2021/02/26 15:00:00+00,St. Mary's                                        ,695,17123,138,12305,,0,,,12305,17123
4081,2021/02/27 15:00:00+00,St. Mary's                                        ,38,17161,21,12326,,0,,,12326,17161
4082,2021/02/28 15:00:00+00,St. Mary's                                        ,40,17201,3,12329,,0,,,12329,17201
4083,2021/03/01 15:00:00+00,St. Mary's                                        ,56,17257,32,12361,,0,,,12361,17257
4084,2021/03/02 15:00:00+00,St. Mary's                                        ,40,17297,25,12386,,0,,,12386,17297
4085,2021/03/03 15:00:00+00,St. Mary's                                        ,635,17932,119,12505,,0,,,12505,17932
4086,2021/03/04 15:00:00+00,St. Mary's                                        ,742,18674,82,12587,,0,,,12587,18674
4087,2021/03/05 15:00:00+00,St. Mary's                                        ,501,19175,474,13061,2,2,503,476,13063,19177
